latitude,longitude,altitude,geometry,coordinates,@id,name,ref:FFVL,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
,,,Polygon,"6.8341222,45.0512827,6.8340579,45.0510932,6.8342617,45.0510932,6.8343636,45.0511027,6.8347299,45.0511991,6.834695,45.0512825,6.8344939,45.051417,6.8343314,45.0513036,6.8342188,45.0513054,6.8341222,45.0512827",way/442884213,Decollo parapendio Auberge Superiore,,,,takeoff,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.8373702,45.0441928,6.8371158,45.0440361,6.837044,45.0434921,6.8373584,45.0432508,6.840046,45.0439596,6.841127,45.0446646,6.8409955,45.0450853,6.8407192,45.0451593,6.8406334,45.0451351,6.8405905,45.0450517,6.8404054,45.0449659,6.8402177,45.0449209,6.8400299,45.0449034,6.8397134,45.0448939,6.8393862,45.0449211,6.8392753,45.0448335,6.8373702,45.0441928",way/442929246,Area atterraggio con parapendio,,,,landing,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Area dove poter atterrare con parapendio e deltaplano, in estate attenzione al vento di valle che soffia da est alla velocità di 28-30km/h dalle 11:00 fino alle 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7798053,45.0452011,6.779868,45.0452175,6.7799377,45.0452573,6.7801204,45.0454456,6.7789185,45.0460249,6.7788504,45.0460577,6.7785795,45.0458502,6.7787361,45.0457737,6.7794026,45.0454061,6.7797433,45.0452109,6.7798053,45.0452011",way/442939136,Atterraggio di emergenza parapendio,,,,landing,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atterraggio di emergenza in parapendio, zona poco soggetta al vento di valle perché il vento di valle spinge sull'altro versante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7879759,45.0436076,6.7889124,45.0429345,6.7900942,45.0432226,6.7916667,45.0433032,6.7917113,45.0439771,6.791692,45.0440012,6.7888525,45.0437752,6.7885065,45.0437229,6.7881901,45.0436602,6.7879759,45.0436076",way/442939137,Atterraggio per parapendio,,,,landing,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zona per atterraggi di emergenza in parapendio, ampia e priva di linee elettriche. Quest'area è abbastanza al riparo dal vento di valle, non si raggiungono mai velocità elevate e pericolose, non superare mai l'autostrada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.8370114,45.0240971,6.8355844,45.0235738,6.836255,45.0232212,6.836432,45.023316,6.8367271,45.02368,6.8371991,45.0238127,6.8370811,45.024116,6.8370114,45.0240971",way/442939138,Atterraggio emergenza parapendio,,,,landing,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Area dove poter atterrare in parapendio, questa zona è soggetta al vento di valle che soffia deciso dalle 11:00 alle 19:00 in estate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0539697,44.2467268,6.0538669,44.2465682,6.0538353,44.2463982,6.0537325,44.2462509,6.0536455,44.2458543,6.0537246,44.245707,6.0544284,44.2454917,6.0543493,44.2453444,6.0545471,44.2452595,6.0554724,44.2451915,6.0560813,44.2450215,6.0562237,44.2452481,6.0562,44.2453784,6.0561367,44.2454747,6.0559864,44.2454917,6.0556938,44.2454521,6.0554882,44.245894,6.0551007,44.245979,6.0554012,44.2460413,6.055591,44.2462169,6.0547843,44.2464492,6.0539697,44.2467268",way/450880860,Atterrisage Parapente,,,,landing,,free_flying,,,,meadow,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7243642,46.3801139,6.7244196,46.3799308,6.7246166,46.3799567,6.7245482,46.3801465,6.7243642,46.3801139",way/456552238,Décollage FFVL des Mémises,,yes,yes,takeoff,pitch,free_flying,grass,,,,,,,,,,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7275361,46.3811905,6.7280967,46.3809962,6.7282898,46.3812756,6.7276997,46.3814495,6.7275361,46.3811905",way/456552458,"Décollage FFVL des Mémises ""le Lanvanchy""",,yes,yes,takeoff,pitch,free_flying,grass,,,,,yes,1621,,,no,FFVL,"vol de pente ""les aigles""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7036623,46.3991573,6.7040942,46.3987078,6.7046682,46.3990259,6.7040164,46.3993718,6.7036623,46.3991573",way/456552717,Décollage FFVL Le Hucel Thollon,,yes,yes,takeoff,pitch,free_flying,grass,,https://intranet.ffvl.fr/sites_pratique/voir/13252,,,yes,,,,no,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.6815764,46.4032617,6.6837941,46.403642,6.6843215,46.4050058,6.6812408,46.404576,6.6815764,46.4032617",way/456552851,Atterrissage FFVL de Troubois,,yes,yes,landing,pitch,free_flying,grass,,https://intranet.ffvl.fr/sites_pratique/voir/13252,,,yes,,,,yes,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.8837638,45.9021175,6.883796,45.9021268,6.8838437,45.9021306,6.8839003,45.9021237,6.8839813,45.9021507,6.8840023,45.9021839,6.8839735,45.9022133,6.8839857,45.9022658,6.8839624,45.9023175,6.883918,45.9023746,6.8838426,45.9024488,6.883776,45.9024897,6.8837083,45.9024943,6.8836384,45.9025167,6.883533,45.9024781,6.8835108,45.9024549,6.8834698,45.9024325,6.8834653,45.9024017,6.8834553,45.9023885,6.8834276,45.9023908,6.8834121,45.9023692,6.8833854,45.9023546,6.8833965,45.9023113,6.8834276,45.9022905,6.8834398,45.9022534,6.8834686,45.902214,6.883513,45.9021862,6.8835141,45.9021353,6.8835463,45.9021299,6.8835729,45.9021013,6.8836151,45.9020874,6.8836362,45.9020727,6.8836906,45.9020411,6.8837338,45.9020372,6.8837727,45.9020527,6.8837638,45.9021175",way/468691983,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.0032038,43.7015202,7.0031177,43.7012377,7.0036011,43.7010653,7.0043892,43.7003328,7.0046144,43.7000503,7.0045945,43.6999019,7.0047601,43.6995954,7.0047866,43.6995332,7.0050714,43.6992028,7.0063032,43.6998252,7.0058131,43.7003136,7.0049985,43.7006584,7.0038064,43.7013382,7.0037336,43.7011946,7.0032038,43.7015202",way/480256271,Les Valettes,,yes,yes,landing,piste,free_flying,,,,grass,,,137.8,,,,,ascendance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.2073878,46.3248423,7.2067339,46.324464,7.2074364,46.3238751,7.2081433,46.3243267,7.2073878,46.3248423",way/487919118,diablerets,,,,,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.59477,45.0993,5.5947896,45.099198,5.5952777,45.0991829,5.5953053,45.0992014,5.5953904,45.0992586,5.5953796,45.0993722,5.5947413,45.0995426,5.59477,45.0993",way/490969538,Décollage de la Dent Percée,38D020C,,yes,takeoff,pitch,free_flying,,,,,,,1050,yes,,,,,,http://federation.ffvl.fr/sites_pratique/voir/1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2529919,45.5298033,6.2517271,45.5294659,6.2517571,45.5292604,6.2519234,45.5290838,6.2524009,45.5289748,6.2530822,45.528926,6.2531733,45.5294363,6.2529919,45.5298033",way/497269013,Montendry,73D027A,yes,yes,takeoff,pitch,free_flying,grass,,,,,yes,,yes,,no,FFVL,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2138146,45.5407851,6.2139004,45.5402948,6.2145549,45.5402553,6.2147373,45.5398871,6.2173283,45.5405784,6.2166256,45.5415065,6.2138146,45.5407851",way/497269014,Attérrissage FFVL de Chamoux,73A027A,yes,yes,landing,pitch,free_flying,grass,,,,,yes,,yes,,no,FFVL,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2460843,45.8134486,6.2460715,45.8135015,6.246038,45.8135155,6.2458305,45.8135363,6.2457821,45.8133559,6.2459576,45.813333,6.246048,45.8133212,6.2460843,45.8134486",way/497269015,Décollage Deltaplane de Montmin,74D001C,yes,no,takeoff,pitch,free_flying,,,,,,yes,1280,yes,,,FFVL,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2223454,45.7808543,6.2215655,45.7807937,6.2218192,45.7802598,6.223437,45.7797523,6.2235138,45.7797313,6.2235239,45.7797322,6.2235319,45.7797371,6.2235359,45.7797479,6.2235805,45.7799696,6.2235926,45.7801402,6.2236027,45.7803622,6.223138,45.780801,6.2231192,45.7809151,6.2223454,45.7808543",way/497269016,Zone de gonflage FFVL de Doussard,,no,yes,,pitch,free_flying,grass,,,,,,460,yes,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,yes,Ground handling area FFVL of Doussard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.780003,44.6636298,6.7809901,44.663996,6.7806628,44.664431,6.7799011,44.6643547,6.7799708,44.6638854,6.780003,44.6636298",way/499707560,Zone atterrissage Ceillac,,,yes,landing,piste,free_flying,,,http://parapente05.com/,grass,,,1639,yes,,,FFVL,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.7923255,44.0897389,7.7926058,44.0895453,7.7928995,44.0897427,7.7926265,44.0899026,7.7923255,44.0897389",way/512586876,Decollo Parapendio,,,,,,free_flying,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.8094728,44.0780945,7.8096713,44.0779856,7.8098202,44.0780747,7.8099073,44.0781802,7.8098242,44.0782452,7.8097068,44.0782929,7.8095305,44.0782057,7.8094728,44.0780945",way/512866498,Atterraggio parapendio,,,,,,free_flying,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.4344732,45.1460347,5.4339305,45.1451753,5.435202,45.1447365,5.4357263,45.1456038,5.4344732,45.1460347",way/513164565,Atterrissage FFVL du Pas-de-l'Âne,38A001A,,yes,landing,pitch,free_flying,grass,,https://federation.ffvl.fr/sites_pratique/voir/134,,,yes,870,yes,,,,Vercors Envol,,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7199905,46.1151272,6.7193079,46.1149987,6.7194314,46.1148428,6.7201993,46.1149898,6.7202803,46.1150427,6.7201932,46.1150976,6.7199905,46.1151272",way/516777941,Décollage FFVL La Bourgeoise,74D030B,,yes,takeoff,pitch,free_flying,grass,,,,,yes,,yes,,no,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paragliding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.4458896,45.0216199,5.4457152,45.021144,5.4473594,45.0211497,5.4472253,45.0216085,5.4458896,45.0216199",way/517567264,,,,,landing,,free_flying,,,https://intranet.ffvl.fr/sites_pratique/voir/1514,farmland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.4993504,46.2932939,6.4993486,46.2933724,6.4993376,46.2938416,6.4990801,46.2939602,6.4987174,46.2936517,6.4986617,46.2936043,6.4992517,46.2932485,6.4993504,46.2932939",way/517767152,"décollage ""le couteau""",,,yes,takeoff,pitch,free_flying,grass,,,,,yes,,yes,N,no,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.6416066,45.4181946,7.6417391,45.4181112,7.642052,45.4178897,7.6423618,45.4180198,7.6423249,45.4182751,7.6421403,45.418517,7.6418879,45.4183418,7.6416066,45.4181946",way/532815153,Take off Belice,,,yes,takeoff,sports_centre,free_flying,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SO,S,SW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.1055796,44.1771334,3.1055421,44.1770546,3.1057218,44.176968,3.1057942,44.1770488,3.1055796,44.1771334",way/564217707,décollage parapente,,,,,pitch,free_flying,clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.1059068,44.1822424,3.1059337,44.1821347,3.1061348,44.1821559,3.106108,44.1822482,3.1059068,44.1822424",way/564217708,Décollage parapente,,,,,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.484243,46.319502,6.4850671,46.3178437,6.4858606,46.3179531,6.4850132,46.319545,6.484243,46.319502",way/570767624,atterrissage FFVL orcier,,yes,yes,landing,pitch,free_flying,grass,,,,,yes,,yes,,no,FFVL,choto,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.4474271,44.996839,7.4473451,44.9967399,7.447226,44.9965107,7.4472445,44.9963555,7.4471797,44.9961104,7.4471348,44.9958242,7.4474085,44.9958149,7.447595,44.9958298,7.4476744,44.9959252,7.447726,44.9961076,7.4479138,44.9962909,7.4479111,44.9963396,7.4477048,44.9964209,7.447718,44.996536,7.4477855,44.996724,7.4474271,44.996839",way/595906645,Decollo Parapendio,,,,,,free_flying,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.8836294,45.3012863,5.8836077,45.301188,5.8837395,45.3011846,5.8837557,45.3012425,5.8836294,45.3012863",way/619261601,Décollage est sud-est,38D022C,yes,no,takeoff,pitch,free_flying,,,https://federation.ffvl.fr/sites_pratique/voir/1252,,,,,yes,,no,FFVL,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"4.3808252,45.8521437,4.3807601,45.8520148,4.3807012,45.8518917,4.3806687,45.8517869,4.3806707,45.8516113,4.3807114,45.8515774,4.380815,45.8516227,4.3808862,45.8517119,4.3809268,45.8518322,4.3809959,45.8519285,4.3810569,45.8519979,4.3810955,45.8520361,4.3808252,45.8521437",way/623557107,zone de décollage parapente,,,,,pitch,free_flying,ground,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.567826,45.0297068,5.5682015,45.0299304,5.5680674,45.0300631,5.5676061,45.0302906,5.5671126,45.0303058,5.566957,45.0301996,5.5671018,45.0299532,5.567826,45.0297068",way/627272849,Cote2000,,,yes,takeoff,,free_flying,,,,meadow,,,,yes,,,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.5562603,45.0423416,5.5572635,45.0414433,5.5580628,45.0418299,5.5579716,45.0422923,5.5580306,45.0425728,5.5577785,45.0427737,5.5562603,45.0423416",way/627272850,Atterrissage FFVL Télécabine Cote2000,,,yes,landing,pitch,free_flying,grass,,www.lansenlair.org,,,yes,1175,yes,,no,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5068598,45.7470734,6.5070003,45.7465854,6.5076523,45.7467535,6.5074319,45.7471525,6.5073346,45.7471151,6.5071276,45.7470735,6.5068598,45.7470734",way/627370360,Décollage parapente de Bisanne,,,,takeoff,,free_flying,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2449256,45.8183535,6.2455913,45.8177521,6.2460145,45.817745,6.2462224,45.8181507,6.2455747,45.8183404,6.2452568,45.8184124,6.2451106,45.8184236,6.2449953,45.8184124,6.2449349,45.8183871,6.2449256,45.8183535",way/627759786,Décollage parapente de Coche Cabane,74D033A,,yes,takeoff,pitch,free_flying,grass,,,,,,1180,yes,,no,FFVL,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.4453827,43.8913072,5.4454002,43.8913078,5.4454166,43.8913124,5.4454301,43.8913207,5.4454391,43.8913317,5.4454427,43.8913443,5.4454403,43.891357,5.4454323,43.8913685,5.4454195,43.8913774,5.4454034,43.8913828,5.4453857,43.8913841,5.4453684,43.8913812,5.4453535,43.8913745,5.4453425,43.8913647,5.4453364,43.8913528,5.445336,43.8913402,5.4453412,43.8913282,5.4453516,43.891318,5.4453659,43.8913107,5.4453827,43.8913072",way/627841815,,,,,,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,"Asswumimh sport=free_flying without local knowledge, correction welcome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.4882502,44.8422229,6.4882462,44.8412834,6.4889945,44.8413624,6.489083,44.8413835,6.4892727,44.8413999,6.4893847,44.8414186,6.4894476,44.8414494,6.4895631,44.8415089,6.4897595,44.8415707,6.489705,44.841696,6.4901519,44.8417304,6.4901106,44.8418461,6.4900982,44.8419339,6.490058,44.8421583,6.4900026,44.8423094,6.4892587,44.8422191,6.4882502,44.8422229",way/641596814,Atterissage de Vallouise,,,,landing,,free_flying,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.4779837,44.8503939,6.4778566,44.8503886,6.4778244,44.850323,6.4779766,44.8502242,6.4780101,44.8501766,6.4780239,44.8500801,6.4780239,44.8499622,6.4779515,44.8498386,6.4780185,44.8497987,6.4781204,44.8498481,6.4783404,44.8498595,6.4782653,44.8500934,6.478268,44.8503806,6.4779837,44.8503939",way/641596817,Décollage de Puy Aillaud (S),,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.4632392,45.1621902,7.4630875,45.1621112,7.4630859,45.1616001,7.4632301,45.1614993,7.4635685,45.1614246,7.4637856,45.1619613,7.4632392,45.1621902",way/641611175,,,,,takeoff,pitch,free_flying,ground,,,,,,1000,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.5104481,44.2032254,5.5104813,44.2031272,5.5105288,44.2031447,5.5104757,44.2032349,5.5104481,44.2032254",way/644318679,Aire Parapente des Baronnies,,,,,pitch,free_flying,concrete,,https://federation.ffvl.fr/sites_pratique/voir/222,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0543414,45.376794,6.0545307,45.3760714,6.0562113,45.3768739,6.0556212,45.3772432,6.0543414,45.376794",way/649603847,Atterrissage FFVL St-Pierre d'Allevard,,,yes,landing,pitch,free_flying,grass,,,,Il est interdit de survoler le lac à basse altitude (retenue EDF => DANGER) Site à éviter par vent de sud important Zone de foins à l'atterrissage ne pas utiliser pendant la période de fauchage Attention à la route en bordure de terrain.,yes,506,yes,,no,FFVL,Les Coccin'ailes Du Pays D'allevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.8564353,46.138395,5.855758,46.138254,5.855445,46.1381143,5.8560128,46.1378582,5.8562439,46.1380225,5.8566752,46.1381971,5.8564353,46.138395",way/664780114,Décollage de la Charmante,,,yes,takeoff,,free_flying,,,http://lesmilans.com/site/,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.8239293,46.1401504,5.8241067,46.1393515,5.8246117,46.1394066,5.8245197,46.1396901,5.8243954,46.1396734,5.8243217,46.1399373,5.8244338,46.1399549,5.8244301,46.1399662,5.8241776,46.14012,5.8240286,46.1401686,5.8239293,46.1401504",way/664785318,Atterrissage des prés gelés,,,yes,landing,,free_flying,,,http://lesmilans.com/site/,grass,,,,,,,,Les Milans du Crêt d'Eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.7565027,46.1102958,5.7568419,46.1101777,5.7570396,46.1101224,5.7576,46.1100022,5.7577903,46.1103563,5.7570891,46.1106109,5.7568169,46.1107098,5.7565027,46.1102958",way/664785320,Décollage Catray,01D026,,yes,takeoff,,free_flying,,,http://lesmilans.com/site/,grass,,,1070,yes,E,,FFVL,Les Milans du Crêt d'Eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://federation.ffvl.fr/sites_pratique/voir/1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"4.7042888,45.4892647,4.7054439,45.4892342,4.706587,45.4895437,4.7072071,45.491066,4.7053724,45.4913894,4.7037256,45.4912578,4.7042888,45.4892647",way/681260328,Site de vol libre Chassenoud,,,yes,takeoff,pitch,free_flying,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.6682184,43.2717959,5.6684732,43.2714463,5.6687629,43.2715127,5.6685993,43.2718115,5.6682184,43.2717959",way/685085772,,,,,,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.807028,45.5204303,7.8069904,45.5201258,7.8080794,45.5203438,7.8079802,45.5205938,7.8077951,45.520637,7.807028,45.5204303",way/689745707,Alto Cavallaria,,,yes,takeoff,,free_flying,,,,grass,,,,yes,,,FIVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.8096914,45.5069597,7.8098229,45.5066195,7.8101903,45.5066947,7.8100884,45.5070011,7.8099328,45.5071853,7.8096914,45.5069597",way/689745710,,,,yes,takeoff,,free_flying,,,,grass,,,,yes,,,FIVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.8278875,45.4986205,7.8277212,45.4979399,7.8284776,45.4979362,7.8288048,45.4986882,7.8278875,45.4986205",way/689745715,Cavallaria,,,yes,landing,,free_flying,,,https://parapendiocavallaria.jimdo.com/,meadow,,,260,yes,,,FIVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.7799217,44.7750304,5.7807344,44.7739489,5.7814854,44.7741317,5.7810831,44.7749276,5.7808444,44.7752475,5.7806808,44.7753827,5.7799217,44.7750304",way/703461515,Atterrissage parapente de Courtet,,yes,yes,landing,pitch,free_flying,grass,,https://federation.ffvl.fr/sites_pratique/voir/854,,,yes,900,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
