latitude,longitude,altitude,geometry,coordinates,@id,name,ref:FFVL,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
42.7906303,0.49226,,Point,,node/7862695362,Le 400,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.7980614,0.48752,,Point,,node/7862706452,Le 600,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.8068504,0.507926,,Point,,node/7862723507,La Moraine,,,yes,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.9698931,0.8858502,,Point,,node/7963689850,Décollage parapente,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0074126,0.9189242,,Point,,node/7963777964,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.9913677,0.9044716,,Point,,node/7963777965,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0207195,-0.7982227,,Point,,node/8793003412,Issarbe,,,yes,takeoff,,free_flying,,,,,,,1410,yes,"NO,N,NE,E",,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9227085,46.386613,6.9227463,46.3865884,6.9228645,46.3866132,6.9231759,46.3866482,6.92337,46.38667,6.9236327,46.3866995,6.9238522,46.3867241,6.9239645,46.3867367,6.9240024,46.386758,6.9239952,46.3867884,6.923974,46.386878,6.9239755,46.3869436,6.9239578,46.3869945,6.9239514,46.3870447,6.9239448,46.3870961,6.9239302,46.3871374,6.9239151,46.3871801,6.9239197,46.3872728,6.9238775,46.3873463,6.9238578,46.3874176,6.9238321,46.3875103,6.9238222,46.3875321,6.9237898,46.3875676,6.9237566,46.387604,6.9237395,46.3876495,6.9237105,46.3877,6.9236417,46.3877205,6.9235656,46.3877432,6.9234666,46.3877353,6.9233625,46.3877269,6.92329,46.3877373,6.9232052,46.387728,6.923053,46.3877236,6.9228807,46.3877186,6.9227373,46.3877144,6.9226581,46.3876876,6.922664,46.3876345,6.9226877,46.3875713,6.9226936,46.3874897,6.9226788,46.3873938,6.9226877,46.3873102,6.9226965,46.3872684,6.9227084,46.3871959,6.922732,46.3871225,6.9227246,46.3870103,6.9227705,46.3869165,6.922769,46.38684,6.9227705,46.3867981,6.9227335,46.3867471,6.9227232,46.3866982,6.9227291,46.3866574,6.9227098,46.3866135,6.9227085,46.386613",relation/3227065,Atterissage Parapente/Deltaplane de Rennaz,,yes,yes,landing,pitch,free_flying,grass,multipolygon,http://www.rnvl.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MultiPolygon,"6.950635,46.4185435,6.9496139,46.4184182,6.9500679,46.4177953,6.9510103,46.4174428,6.9516091,46.4179167,6.9514123,46.418105,6.9508959,46.4182035,6.950635,46.4185435,6.9503224,46.4193112,6.9505247,46.4185974,6.9510017,46.4186292,6.9506606,46.419387,6.9503224,46.4193112",relation/3272081,Décollage Parapente et deltaplane de Sonchaux,,,yes,takeoff,,free_flying,grass,multipolygon,http://www.rnvl.ch/,meadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.18915,46.1488565,6.188993,46.1486818,6.1889757,46.1486494,6.1890203,46.1486353,6.1890243,46.1485916,6.1889607,46.1484943,6.1890971,46.1484263,6.1893672,46.148752,6.18915,46.1488565",way/55739901,Décollage FFVL de la Table d'Orientation,,yes,yes,takeoff,pitch,free_flying,,,,,,yes,,yes,,no,FFVL,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.1808192,46.1608078,6.1806597,46.1607133,6.1808357,46.1605318,6.180929,46.1604489,6.1811956,46.1605963,6.1810625,46.1606915,6.1812725,46.160828,6.1816284,46.160985,6.1817226,46.1609174,6.1824053,46.1612467,6.1825312,46.1613074,6.1820614,46.1616731,6.1813961,46.1613518,6.1809189,46.1611214,6.1810986,46.1609766,6.1808192,46.1608078",way/60840057,Atterrissage de l'École,,,yes,landing,piste,free_flying,,,,meadow,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.8995901,46.3165599,6.8998581,46.3162212,6.900652,46.3164806,6.900384,46.3168267,6.8995901,46.3165599",way/77248414,Atterissage Parapente/Delta 'Vionnaz',,yes,yes,landing,pitch,free_flying,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.1603274,46.1338677,6.1602697,46.1337388,6.1602683,46.1336148,6.1602717,46.1335427,6.1602234,46.1334767,6.1602509,46.1334349,6.1600926,46.1333011,6.1600698,46.1331848,6.1602948,46.1330873,6.1604682,46.1331403,6.1606894,46.1332639,6.1613184,46.1337463,6.1612983,46.1338178,6.1612232,46.1339257,6.1610757,46.1340306,6.1611186,46.134091,6.1608685,46.1344019,6.1603274,46.1338677",way/106377519,Atterrissage FFVL du Coin,,,yes,landing,pitch,free_flying,,,,,,,,yes,,,FFVL,,,bing,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2099928,46.1721958,6.2093233,46.1729982,6.2087013,46.1729872,6.208697,46.1729009,6.2089408,46.1725796,6.2093655,46.1720149,6.2099928,46.1721958",way/248574357,"Atterrissage FFVL ""Pont de Zone""",,,yes,landing,pitch,free_flying,grass,,,,,yes,,yes,,,FFVL,,,Bing,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.4670636,46.7701676,6.4671038,46.7700776,6.4671467,46.7700151,6.4673184,46.7700262,6.4674337,46.7698976,6.4674793,46.7699104,6.4673613,46.7700317,6.4676537,46.7701272,6.467313,46.7702448,6.4670636,46.7701676",way/248618336,,,yes,yes,takeoff,pitch,free_flying,grass,,http://www.vol-libre-suchet.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,décollage tremplin delta parapente club suchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0179961,46.3585366,6.0181622,46.3582405,6.0183758,46.3583169,6.0181939,46.3585939,6.0179961,46.3585366",way/248783156,Décollage du Petit Mont Rond,,yes,yes,takeoff,pitch,free_flying,grass,,http://m.webcam-hd.com/mont-jura/la-faucille-1540,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0654184,46.3409711,6.0669466,46.3420462,6.0665973,46.3427596,6.0649235,46.3442366,6.0629004,46.3433022,6.0637882,46.3422873,6.0654184,46.3409711",way/248783157,Atterrissage de Gex parapente et delta,,,,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0800736,46.3676691,6.0803742,46.3676568,6.0806371,46.3676691,6.0807992,46.3677209,6.0809989,46.3677946,6.0805936,46.3679979,6.080508,46.3680093,6.0803583,46.3680293,6.0801507,46.3679501,6.0800736,46.3676691",way/248783852,Décollage de la Vesancienne,,yes,yes,takeoff,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.1756514,46.4450726,6.1756779,46.4448501,6.175934,46.4448016,6.1760982,46.4448369,6.1759596,46.4450859,6.1756514,46.4450726",way/248783854,Saint-Cergue La Bosse,,yes,yes,takeoff,pitch,free_flying,,,http://www.cvld.ch/,,deltalab www.deltalab.ch aile delta deltaplane parapente,,,,,,,,,,,,,,,,,,,,,,,,,,,,Décollage parapente et deltaplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.6114899,46.854275,6.611754,46.8536905,6.6118506,46.8536612,6.6122153,46.8536979,6.6126204,46.8538318,6.6121299,46.8545021,6.6117849,46.8543829,6.6114899,46.854275",way/248783857,Mauborget,,yes,yes,takeoff,pitch,free_flying,,,http://www.vol-libre-suchet.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9934505,46.2779144,6.9939019,46.2764409,6.9944588,46.2766998,6.9943724,46.2770847,6.9942572,46.2774697,6.9941323,46.277994,6.9934505,46.2779144",way/251885715,villy atterrisage delta parapente,,,yes,landing,pitch,free_flying,grass,,,,,,,,,no,,,http://www.dpcovg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.0237834,46.297386,7.0233081,46.2967291,7.0237546,46.2965699,7.0243355,46.2971902,7.0237834,46.297386",way/251885717,Curnaux,,yes,yes,takeoff,pitch,free_flying,grass,,,,deltalab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.0201722,46.2967189,7.020089,46.2964976,7.0205438,46.2964352,7.020604,46.2966871,7.0201722,46.2967189",way/251885718,Curnaux d'en bas,,yes,yes,takeoff,pitch,free_flying,grass,,,,deltalab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.8862232,46.4548259,6.8868815,46.4552246,6.8859891,46.4560677,6.8855782,46.4562929,6.8851055,46.4561164,6.884805,46.456019,6.8850834,46.4558333,6.8862232,46.4548259",way/252268453,Chailly,,yes,yes,landing,pitch,free_flying,grass,,http://www.pdcp.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0093248,46.3667816,6.0091034,46.3668784,6.0089927,46.3667748,6.009225,46.3666807,6.0093248,46.3667816",way/252319109,Col de la faucille,,yes,yes,takeoff,pitch,free_flying,grass,,,,,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9773242,46.4316402,6.9772428,46.4313962,6.9775189,46.4313377,6.9776003,46.4316011,6.9773242,46.4316402",way/252577519,Décollage,,,yes,takeoff,pitch,free_flying,grass,,http://www.rnvl.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.282641,46.7135477,7.2826919,46.7134627,7.2827823,46.7134088,7.2828872,46.7134088,7.2829601,46.7134548,7.28303,46.7135327,7.283027,46.7136392,7.282986,46.7136689,7.2828779,46.7136981,7.2827902,46.7137314,7.2826746,46.7137016,7.282641,46.7135477",way/252578062,Gurli,,yes,yes,takeoff,piste,free_flying,grass,,http://www.dgcf.ch/index.php,grass,,,1410,,"NE,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.2903635,46.7254891,7.2888609,46.7243777,7.2906324,46.7233259,7.2919508,46.7244184,7.2903635,46.7254891",way/252578066,Schrapflisbüel,,,yes,landing,,free_flying,grass,,http://www.dgcf.ch/index.php,grass,,,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3435462,46.7505779,6.3435881,46.7502026,6.3435976,46.7501173,6.343736,46.7500685,6.3440682,46.7501607,6.3442184,46.750074,6.3444517,46.7502745,6.3443094,46.7503557,6.3443489,46.7506185,6.3441512,46.7504831,6.3435462,46.7505779",way/252622406,Morond Décollage Ouest,,yes,yes,takeoff,pitch,free_flying,,,http://tjvl.fr/,,,,1310,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3481553,46.7493214,6.3474307,46.7484495,6.3478195,46.7482073,6.3485441,46.7491034,6.3481553,46.7493214",way/252622411,Morond Décollage Sud,,yes,yes,takeoff,pitch,free_flying,,,http://tjvl.fr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3553235,46.7606219,6.3557741,46.7606807,6.3558492,46.7610335,6.3561711,46.7610776,6.3566432,46.7609674,6.3566999,46.7607691,6.3570724,46.7608198,6.3569787,46.7613216,6.3554415,46.761401,6.3553235,46.7606219",way/252622412,Morond Décollage Nord,,yes,yes,takeoff,pitch,free_flying,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3269192,46.7583042,6.3274536,46.7577012,6.3303728,46.759127,6.3299114,46.7595965,6.3269192,46.7583042",way/252629841,Atterrissage du Gousson Longeville,,yes,yes,landing,pitch,free_flying,,,http://m.webcam-hd.com/orex_metabief/morond,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3500667,46.6840084,6.3504503,46.6839344,6.3505702,46.6842634,6.3502575,46.6843068,6.3501004,46.6842311,6.3500739,46.6841887,6.3500667,46.6840084",way/252629844,Dent de Vaulion,,yes,yes,,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.4832146,46.7793493,6.4837682,46.7790027,6.4842981,46.7794197,6.4837369,46.779444,6.4832146,46.7793493",way/255531001,Côtelette,,yes,yes,takeoff,pitch,free_flying,grass,,http://www.vol-libre-suchet.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.4849071,46.779658,6.4856584,46.7792572,6.4862199,46.7798313,6.4856033,46.7801621,6.4849071,46.779658",way/255531002,Côtelette,,yes,yes,takeoff,pitch,free_flying,grass,,http://www.vol-libre-suchet.ch/;http://www.vol-libre.ch/;www.deltalab.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2690901,46.642362,6.2700944,46.6418424,6.2721611,46.6425219,6.2717682,46.6438909,6.2701817,46.6436511,6.2690901,46.642362",way/260899556,écolage deltaplane le lieu,,,,,pitch,free_flying,grass,,https://www.deltalab.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9463416,46.5585881,6.9460411,46.5582836,6.946737,46.5581422,6.9468952,46.5583597,6.9463416,46.5585881",way/290475657,Prévondes,,yes,yes,takeoff,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9454168,46.5764333,6.9449912,46.5765335,6.9449388,46.5757481,6.9456208,46.5758322,6.9454168,46.5764333",way/290475662,Moillettes,,yes,yes,,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.0948805,46.5449025,7.0943113,46.5442762,7.0950919,46.5439966,7.0953602,46.5447012,7.0948805,46.5449025",way/346370246,Granvillard,,yes,yes,landing,pitch,free_flying,grass,,,,deltalab,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.1129328,46.5441304,7.1132879,46.5440208,7.1132994,46.5442091,7.1132643,46.5442701,7.1131826,46.544283,7.1130892,46.5442524,7.1129328,46.5441304",way/346370249,Grandvillard,,yes,,takeoff,pitch,free_flying,,,,,deltalab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9533941,46.2148827,6.9534156,46.2145486,6.9541881,46.2148011,6.9540164,46.21515,6.9533941,46.2148827",way/347973295,Chindonne,,yes,yes,takeoff,pitch,free_flying,grass,,,,deltalab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9661967,46.2478973,6.9672049,46.2480435,6.9669772,46.2488138,6.9659039,46.2487126,6.9661967,46.2478973",way/349386831,Atterrissage Monthey,,yes,,landing,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7981314,46.9189653,6.7989146,46.9184524,6.7999124,46.9191265,6.7995798,46.919361,6.7988395,46.9194783,6.7981314,46.9189653",way/359363162,Plan Jacot,,yes,yes,landing,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9161046,46.1849145,6.9165236,46.1848462,6.9168687,46.1849827,6.916388,46.1852558,6.9161046,46.1849145",way/368349102,Signal de soi,,yes,yes,takeoff,pitch,free_flying,,,,,,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.904335,46.2496632,6.9042136,46.2494371,6.9046152,46.2493144,6.904774,46.2495147,6.904335,46.2496632",way/368402279,Décollage de Bellevue,,yes,,takeoff,pitch,free_flying,grass,,,,,,1703,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.7327146,46.6201185,5.7313323,46.6206825,5.7310802,46.6203921,5.7325194,46.6198895,5.7327146,46.6201185",way/427594235,,,yes,yes,takeoff,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.5735985,46.1589629,5.5733224,46.1588967,5.5731986,46.1588231,5.5730287,46.1586368,5.573103,46.1586025,5.5736622,46.1584946,5.5736894,46.158515,5.5738746,46.158654,5.5735985,46.1589629",way/431365212,Décollage FFVL de Port,,,yes,takeoff,pitch,free_flying,grass,,https://federation.ffvl.fr/sites_pratique/voir/1428,,,yes,,yes,"SW,W,NW,N",no,FFVL,http://federation.ffvl.fr/structure/1313,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.5652278,46.1616712,5.5649068,46.161598,5.5644731,46.1613791,5.5641001,46.1611665,5.5639626,46.1611518,5.5638277,46.1611705,5.5630923,46.1614499,5.5613071,46.1576717,5.5637178,46.1572049,5.5650396,46.1580192,5.5655557,46.1583146,5.5660715,46.1586662,5.5660624,46.1587504,5.5661354,46.1587905,5.5648209,46.1589827,5.564852,46.1591982,5.5661595,46.1590077,5.566197,46.1590916,5.5662801,46.1590807,5.5665623,46.1590527,5.5675345,46.1604361,5.5676611,46.1606057,5.5676824,46.1606719,5.5676421,46.1607269,5.5668701,46.1611015,5.5657278,46.1615675,5.565465,46.1616463,5.5652278,46.1616712",way/431365213,,,,,landing,,free_flying,,,,farmland,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7243642,46.3801139,6.7244196,46.3799308,6.7246166,46.3799567,6.7245482,46.3801465,6.7243642,46.3801139",way/456552238,Décollage FFVL des Mémises,,yes,yes,takeoff,pitch,free_flying,grass,,,,,,,,,,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7275361,46.3811905,6.7280967,46.3809962,6.7282898,46.3812756,6.7276997,46.3814495,6.7275361,46.3811905",way/456552458,"Décollage FFVL des Mémises ""le Lanvanchy""",,yes,yes,takeoff,pitch,free_flying,grass,,,,,yes,1621,,,no,FFVL,"vol de pente ""les aigles""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7036623,46.3991573,6.7040942,46.3987078,6.7046682,46.3990259,6.7040164,46.3993718,6.7036623,46.3991573",way/456552717,Décollage FFVL Le Hucel Thollon,,yes,yes,takeoff,pitch,free_flying,grass,,https://intranet.ffvl.fr/sites_pratique/voir/13252,,,yes,,,,no,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.6815764,46.4032617,6.6837941,46.403642,6.6843215,46.4050058,6.6812408,46.404576,6.6815764,46.4032617",way/456552851,Atterrissage FFVL de Troubois,,yes,yes,landing,pitch,free_flying,grass,,https://intranet.ffvl.fr/sites_pratique/voir/13252,,,yes,,,,yes,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.1693233,46.6186242,7.1697412,46.6177948,7.1692104,46.6176907,7.1694148,46.6175228,7.1697947,46.6170538,7.1702637,46.6167391,7.1705309,46.6164314,7.1708423,46.6166843,7.1715785,46.616869,7.1718191,46.6172191,7.1727818,46.617151,7.173971,46.6175983,7.1733339,46.6182109,7.1739722,46.61846,7.1745797,46.6188527,7.1731923,46.6192805,7.1693233,46.6186242",way/458908368,,,,,,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2421243,46.5942485,6.2424569,46.593762,6.2429451,46.5940016,6.2424355,46.5943923,6.2421243,46.5942485",way/487627096,Les esserts,,,,,pitch,free_flying,grass,,,,,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,parapente paraglyder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3343045,46.6626589,6.3344413,46.662574,6.3347376,46.6627394,6.3344919,46.6628894,6.3343045,46.6626589",way/487629011,l'aouille,,,,,pitch,free_flying,grass,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,seulement parapente et seulement par vent assez forts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3357863,46.6612754,6.3359035,46.6609893,6.3367731,46.6611659,6.3365191,46.6614453,6.3357863,46.6612754",way/487629014,Mont du lac,,,,,pitch,free_flying,grass,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,"parapente et deltaplane, seulement quand l'herbe est courte. Respectez le travail de l'agriculteur. parque, près du rond point. accés limité au déchargement des ailes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3374007,46.7597911,6.3376408,46.7591464,6.3388603,46.7591727,6.3391964,46.7596398,6.3384762,46.7603371,6.3376312,46.760495,6.3374007,46.7597911",way/487635453,Les Seignots,,,,,pitch,free_flying,,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
